user_id,restaurant_id,interaction_type,strength
7,41,cart,2
7,57,view,1
7,2,view,1
7,13,view,1
7,97,view,1
7,33,cart,2
7,13,view,1
8,49,view,1
8,99,cart,2
8,44,view,1
8,16,view,1
8,99,order,3
8,2,view,1
8,99,view,1
8,49,view,1
8,56,cart,2
8,56,view,1
8,21,view,1
8,72,view,1
8,56,view,1
8,49,view,1
8,44,view,1
8,74,view,1
8,99,view,1
8,91,view,1
8,49,view,1
8,34,view,1
8,5,order,3
8,44,order,3
8,5,cart,2
8,56,order,3
8,74,cart,2
9,27,view,1
9,13,view,1
9,97,view,1
9,41,view,1
9,40,view,1
9,89,cart,2
9,41,view,1
9,78,order,3
9,78,view,1
9,33,order,3
9,41,cart,2
9,89,cart,2
9,97,view,1
9,40,view,1
9,73,view,1
9,13,view,1
9,82,view,1
9,82,view,1
9,97,view,1
9,13,view,1
9,89,view,1
9,40,view,1
9,82,view,1
9,40,view,1
9,89,view,1
9,82,order,3
9,2,view,1
10,96,view,1
10,26,view,1
10,26,cart,2
10,13,view,1
10,3,cart,2
10,86,cart,2
10,86,cart,2
10,54,view,1
10,26,view,1
10,86,order,3
10,81,order,3
10,3,view,1
10,85,view,1
10,85,view,1
10,81,view,1
10,85,view,1
10,96,view,1
10,30,view,1
11,99,view,1
11,32,order,3
11,32,cart,2
11,74,cart,2
11,74,cart,2
11,76,view,1
11,20,view,1
11,76,view,1
11,56,view,1
11,56,view,1
11,32,cart,2
11,32,view,1
11,74,view,1
11,98,view,1
11,49,view,1
11,56,view,1
11,99,view,1
11,99,view,1
11,98,view,1
11,99,view,1
11,32,cart,2
11,49,view,1
11,70,view,1
11,49,view,1
11,20,cart,2
11,43,view,1
11,42,view,1
11,49,view,1
11,56,view,1
11,17,cart,2
12,81,cart,2
12,49,order,3
12,30,view,1
12,30,view,1
12,70,view,1
12,61,cart,2
12,45,cart,2
12,87,view,1
12,71,view,1
12,61,cart,2
12,61,view,1
12,41,cart,2
12,87,view,1
12,93,view,1
12,61,cart,2
12,23,view,1
12,81,view,1
12,49,cart,2
12,4,cart,2
12,23,view,1
12,41,cart,2
12,88,cart,2
12,96,view,1
12,4,view,1
13,86,view,1
13,78,view,1
13,71,order,3
13,71,view,1
13,94,view,1
13,54,view,1
13,86,view,1
13,94,order,3
13,94,view,1
13,86,view,1
13,61,view,1
13,54,view,1
13,58,view,1
13,85,cart,2
13,23,view,1
13,11,order,3
13,39,view,1
13,71,view,1
13,86,order,3
13,54,view,1
13,94,view,1
13,36,view,1
13,59,view,1
14,1,view,1
14,44,view,1
14,34,view,1
14,65,view,1
14,80,cart,2
14,1,view,1
14,42,view,1
14,26,view,1
14,65,view,1
14,57,view,1
14,34,view,1
14,90,view,1
14,16,view,1
14,80,view,1
14,44,cart,2
14,16,view,1
15,95,view,1
15,60,cart,2
15,90,view,1
15,5,view,1
15,68,cart,2
15,28,view,1
15,90,view,1
15,91,cart,2
15,55,view,1
15,91,view,1
15,60,cart,2
15,1,order,3
15,37,view,1
15,53,view,1
15,60,view,1
15,67,cart,2
15,50,view,1
16,61,cart,2
16,77,order,3
16,66,order,3
16,66,view,1
16,19,view,1
16,77,view,1
16,71,cart,2
16,77,view,1
16,100,view,1
16,36,view,1
16,11,view,1
16,66,view,1
16,77,order,3
16,23,view,1
16,66,order,3
16,23,view,1
16,38,order,3
16,45,view,1
16,93,view,1
16,66,view,1
16,23,cart,2
16,45,view,1
17,48,view,1
17,87,view,1
17,64,view,1
17,81,view,1
17,46,view,1
17,76,view,1
17,6,view,1
17,81,cart,2
17,41,view,1
17,3,view,1
17,4,cart,2
17,81,view,1
17,88,view,1
17,3,view,1
17,19,view,1
18,16,view,1
18,38,view,1
18,34,view,1
18,83,view,1
18,11,view,1
18,81,order,3
18,83,view,1
18,5,view,1
18,17,view,1
18,43,view,1
18,35,view,1
18,69,view,1
18,83,cart,2
18,16,view,1
18,92,view,1
18,89,order,3
18,34,cart,2
18,21,view,1
18,21,view,1
18,61,view,1
19,64,view,1
19,69,view,1
19,64,view,1
19,52,order,3
19,52,view,1
19,38,view,1
19,88,view,1
19,31,cart,2
19,52,view,1
19,38,view,1
19,77,view,1
19,19,cart,2
19,52,view,1
19,77,view,1
19,6,order,3
19,88,view,1
19,38,view,1
19,14,view,1
19,52,view,1
19,6,view,1
19,88,view,1
19,31,view,1
20,49,view,1
20,62,cart,2
20,75,cart,2
20,70,view,1
20,79,view,1
20,49,view,1
20,17,cart,2
20,56,view,1
20,75,view,1
20,99,view,1
20,99,view,1
20,30,cart,2
20,75,cart,2
20,62,cart,2
20,99,view,1
20,99,view,1
20,22,view,1
20,22,cart,2
20,99,view,1
20,68,view,1
20,74,cart,2
21,92,cart,2
21,51,view,1
21,35,cart,2
21,33,view,1
21,35,order,3
21,43,view,1
21,33,view,1
21,43,order,3
21,13,view,1
21,41,view,1
21,18,view,1
21,89,view,1
21,72,view,1
21,29,view,1
21,74,view,1
21,13,view,1
21,97,view,1
21,27,view,1
21,72,view,1
21,38,view,1
21,89,view,1
21,27,cart,2
21,61,view,1
21,88,cart,2
21,27,view,1
22,93,view,1
22,6,view,1
22,52,cart,2
22,30,cart,2
22,4,view,1
22,30,order,3
22,31,view,1
22,88,view,1
22,30,view,1
22,88,order,3
22,19,cart,2
22,26,cart,2
22,52,view,1
22,6,view,1
22,3,cart,2
22,81,view,1
23,31,view,1
23,46,order,3
23,23,view,1
23,36,order,3
23,23,view,1
23,43,view,1
23,19,view,1
23,64,cart,2
23,23,order,3
23,11,cart,2
23,83,view,1
23,46,view,1
23,19,cart,2
23,34,view,1
23,31,cart,2
23,31,view,1
23,90,view,1
23,46,view,1
23,5,view,1
23,36,view,1
23,36,view,1
24,15,order,3
24,96,view,1
24,56,view,1
24,64,view,1
24,46,cart,2
24,52,view,1
24,8,cart,2
24,69,view,1
24,81,view,1
24,34,view,1
24,52,view,1
24,6,view,1
24,88,view,1
24,87,cart,2
24,46,cart,2
24,6,view,1
24,30,view,1
24,26,view,1
24,52,order,3
24,6,view,1
24,28,view,1
25,65,view,1
25,76,view,1
25,12,view,1
25,99,view,1
25,53,cart,2
25,99,view,1
25,98,view,1
25,32,cart,2
25,97,cart,2
25,74,view,1
25,73,order,3
25,20,view,1
25,41,view,1
25,98,view,1
25,42,cart,2
25,98,cart,2
25,17,cart,2
25,76,view,1
25,99,view,1
25,51,view,1
25,10,cart,2
25,56,view,1
25,74,view,1
26,41,view,1
26,60,view,1
26,95,view,1
26,90,view,1
26,51,view,1
26,26,view,1
26,58,view,1
26,47,cart,2
26,95,view,1
26,21,view,1
26,100,view,1
26,67,view,1
26,50,view,1
26,67,view,1
26,29,view,1
26,24,cart,2
26,95,view,1
26,37,cart,2
26,51,cart,2
27,63,cart,2
27,79,view,1
27,90,cart,2
27,48,view,1
27,15,order,3
27,21,view,1
27,22,view,1
27,62,cart,2
27,48,order,3
27,75,order,3
27,21,view,1
27,79,cart,2
27,63,view,1
27,62,view,1
27,15,order,3
27,83,cart,2
27,22,order,3
27,69,order,3
27,15,view,1
27,83,view,1
27,79,cart,2
27,6,view,1
27,69,view,1
27,62,view,1
28,59,order,3
28,59,view,1
28,84,view,1
28,84,order,3
28,24,view,1
28,59,view,1
28,85,order,3
28,58,cart,2
28,54,view,1
28,59,view,1
28,86,order,3
28,59,view,1
28,59,order,3
28,24,view,1
28,86,view,1
28,14,view,1
28,84,view,1
28,84,view,1
28,94,cart,2
28,25,cart,2
28,36,view,1
28,85,view,1
28,59,view,1
29,99,view,1
29,56,view,1
29,76,cart,2
29,20,view,1
29,56,cart,2
29,23,view,1
29,56,view,1
29,32,cart,2
29,98,view,1
29,17,cart,2
29,99,view,1
29,32,order,3
29,56,view,1
29,99,view,1
29,76,view,1
29,20,view,1
29,83,cart,2
29,42,cart,2
29,17,view,1
29,56,view,1
30,23,view,1
30,84,view,1
30,23,view,1
30,36,view,1
30,61,view,1
30,61,view,1
30,23,cart,2
30,14,view,1
30,36,order,3
30,61,order,3
30,83,view,1
30,13,view,1
30,44,view,1
30,84,view,1
30,45,view,1
30,25,view,1
30,47,view,1
30,8,view,1
30,45,view,1
30,53,cart,2
30,84,view,1
31,88,view,1
31,36,view,1
31,23,cart,2
31,64,view,1
31,45,order,3
31,88,view,1
31,12,view,1
31,23,view,1
31,64,view,1
31,45,view,1
31,23,cart,2
31,71,view,1
31,52,cart,2
31,46,view,1
31,52,view,1
31,45,view,1
31,6,view,1
32,64,view,1
32,60,cart,2
32,88,view,1
32,17,cart,2
32,31,view,1
32,4,view,1
32,64,view,1
32,89,cart,2
32,16,view,1
32,64,view,1
32,46,view,1
32,87,view,1
32,88,view,1
32,52,view,1
32,19,view,1
32,73,view,1
32,18,view,1
32,52,cart,2
32,64,view,1
32,88,cart,2
32,87,view,1
32,64,cart,2
33,70,view,1
33,9,view,1
33,70,view,1
33,9,view,1
33,49,view,1
33,83,view,1
33,61,view,1
33,29,view,1
33,59,view,1
33,99,order,3
33,80,view,1
33,39,order,3
33,83,cart,2
33,83,cart,2
33,99,view,1
33,83,order,3
33,24,view,1
33,39,view,1
33,49,cart,2
33,56,order,3
33,99,view,1
33,70,view,1
33,21,view,1
33,74,view,1
34,38,cart,2
34,76,view,1
34,77,view,1
34,92,view,1
34,77,view,1
34,11,view,1
34,9,view,1
34,84,view,1
34,84,view,1
34,84,view,1
34,84,view,1
34,38,view,1
34,91,order,3
34,11,order,3
34,14,view,1
34,14,view,1
35,6,view,1
35,71,view,1
35,71,view,1
35,52,view,1
35,6,view,1
35,71,view,1
35,52,view,1
35,23,cart,2
35,6,cart,2
35,64,view,1
35,71,view,1
35,31,view,1
35,88,view,1
35,36,view,1
35,6,view,1
35,64,order,3
35,36,view,1
35,52,view,1
35,28,view,1
35,18,view,1
35,45,cart,2
35,6,view,1
35,46,cart,2
35,61,view,1
36,60,view,1
36,89,cart,2
36,14,view,1
36,13,view,1
36,68,view,1
36,47,cart,2
36,68,view,1
36,10,view,1
36,89,view,1
36,97,cart,2
36,58,order,3
36,95,view,1
36,47,cart,2
36,58,view,1
36,58,view,1
36,13,view,1
36,50,view,1
36,41,view,1
36,58,view,1
36,33,cart,2
36,60,cart,2
36,53,view,1
37,4,view,1
37,53,view,1
37,30,view,1
37,8,view,1
37,63,view,1
37,84,view,1
37,46,view,1
37,30,view,1
37,30,view,1
37,4,cart,2
37,30,view,1
37,19,view,1
37,84,view,1
37,93,view,1
37,8,view,1
37,24,view,1
37,26,view,1
37,59,cart,2
37,81,cart,2
38,81,view,1
38,66,view,1
38,87,view,1
38,48,view,1
38,4,view,1
38,38,order,3
38,79,cart,2
38,4,cart,2
38,47,order,3
38,81,view,1
38,4,view,1
38,66,view,1
38,37,view,1
38,81,view,1
38,11,view,1
38,11,view,1
38,93,view,1
38,93,cart,2
38,66,view,1
38,93,view,1
38,77,view,1
38,3,cart,2
38,4,cart,2
38,96,view,1
38,87,cart,2
38,46,view,1
38,26,view,1
38,85,order,3
38,30,order,3
38,77,view,1
39,70,cart,2
39,99,view,1
39,56,view,1
39,46,view,1
39,44,cart,2
39,16,view,1
39,22,view,1
39,99,view,1
39,74,order,3
39,70,view,1
39,99,view,1
39,44,view,1
39,56,view,1
39,16,view,1
39,74,view,1
39,49,view,1
39,49,view,1
39,74,cart,2
39,16,order,3
39,56,view,1
39,34,view,1
39,34,view,1
39,16,view,1
39,56,view,1
40,16,view,1
40,18,order,3
40,74,view,1
40,50,view,1
40,74,view,1
40,70,cart,2
40,16,view,1
40,99,cart,2
40,70,cart,2
40,5,cart,2
40,74,view,1
40,44,cart,2
40,70,view,1
40,16,order,3
40,49,cart,2
40,34,view,1
40,44,view,1
40,16,view,1
40,5,view,1
40,99,view,1
40,96,view,1
40,74,view,1
40,74,view,1
41,82,view,1
41,63,order,3
41,5,view,1
41,69,view,1
41,39,view,1
41,77,view,1
41,5,order,3
41,5,cart,2
41,34,view,1
41,44,view,1
41,5,view,1
41,5,view,1
41,34,view,1
41,57,view,1
41,34,view,1
41,34,view,1
41,21,view,1
41,28,view,1
41,27,view,1
41,5,cart,2
41,5,view,1
41,44,view,1
42,92,cart,2
42,71,cart,2
42,71,view,1
42,34,view,1
42,68,view,1
42,43,view,1
42,61,view,1
42,36,cart,2
42,51,view,1
42,5,view,1
42,61,view,1
42,36,view,1
42,77,cart,2
42,38,view,1
42,48,view,1
43,11,cart,2
43,23,cart,2
43,11,order,3
43,36,view,1
43,71,view,1
43,45,view,1
43,77,view,1
43,39,cart,2
43,61,cart,2
43,23,order,3
43,45,view,1
43,77,view,1
43,11,view,1
43,11,cart,2
43,61,order,3
43,12,view,1
43,61,view,1
44,17,view,1
44,69,view,1
44,98,order,3
44,21,view,1
44,20,view,1
44,69,view,1
44,98,view,1
44,98,cart,2
44,16,view,1
44,98,view,1
44,4,view,1
44,52,view,1
44,39,cart,2
44,20,view,1
44,17,cart,2
44,9,order,3
44,67,view,1
44,66,view,1
44,39,view,1
45,25,view,1
45,25,cart,2
45,25,cart,2
45,11,view,1
45,77,view,1
45,38,view,1
45,47,view,1
45,84,cart,2
45,38,view,1
45,25,view,1
45,74,view,1
45,38,view,1
45,14,cart,2
45,16,cart,2
45,51,cart,2
45,66,view,1
45,84,cart,2
45,24,cart,2
45,24,view,1
45,77,view,1
45,84,cart,2
45,25,view,1
45,38,cart,2
45,52,view,1
45,11,order,3
46,16,view,1
46,79,view,1
46,75,view,1
46,48,view,1
46,48,cart,2
46,16,view,1
46,5,view,1
46,34,view,1
46,42,view,1
46,62,view,1
46,62,view,1
46,5,order,3
46,15,view,1
46,53,view,1
46,79,view,1
46,16,order,3
46,79,view,1
47,77,cart,2
47,36,view,1
47,77,cart,2
47,28,cart,2
47,24,view,1
47,71,view,1
47,61,view,1
47,23,view,1
47,13,view,1
47,11,cart,2
47,61,view,1
47,11,view,1
47,71,view,1
47,66,cart,2
47,61,order,3
47,77,order,3
47,23,cart,2
47,61,view,1
47,23,view,1
47,23,view,1
47,38,cart,2
47,23,view,1
48,66,view,1
48,4,view,1
48,93,view,1
48,30,cart,2
48,87,view,1
48,93,order,3
48,38,view,1
48,4,view,1
48,77,cart,2
48,66,view,1
48,96,view,1
48,96,view,1
48,83,view,1
48,11,view,1
48,30,view,1
48,93,view,1
48,96,cart,2
48,11,cart,2
48,38,view,1
48,4,cart,2
48,96,view,1
49,75,view,1
49,79,view,1
49,49,view,1
49,74,view,1
49,22,view,1
49,48,order,3
49,92,view,1
49,70,cart,2
49,75,view,1
49,22,view,1
49,15,view,1
49,74,view,1
49,56,view,1
49,46,view,1
49,56,cart,2
49,48,view,1
49,73,cart,2
49,18,view,1
49,74,view,1
49,15,view,1
49,62,view,1
49,99,cart,2
49,15,view,1
49,63,view,1
49,13,order,3
50,64,order,3
50,100,view,1
50,19,cart,2
50,19,view,1
50,6,view,1
50,93,view,1
50,88,order,3
50,32,order,3
50,3,view,1
50,88,view,1
50,93,cart,2
50,3,view,1
50,46,order,3
50,30,cart,2
50,4,view,1
50,30,view,1
50,88,view,1
50,30,order,3
51,6,view,1
51,52,view,1
51,88,cart,2
51,64,view,1
51,19,view,1
51,6,view,1
51,46,view,1
51,6,view,1
51,66,order,3
51,83,view,1
51,19,cart,2
51,6,cart,2
51,52,view,1
51,77,view,1
51,64,cart,2
51,46,order,3
51,88,view,1
51,6,view,1
51,46,view,1
51,6,cart,2
51,66,cart,2
51,77,cart,2
51,14,order,3
52,65,view,1
52,2,cart,2
52,40,view,1
52,2,view,1
52,63,view,1
52,80,view,1
52,50,view,1
52,2,view,1
52,2,cart,2
52,100,order,3
52,56,view,1
52,49,view,1
52,1,view,1
52,80,view,1
52,48,view,1
52,70,view,1
52,49,view,1
52,65,view,1
53,30,view,1
53,4,cart,2
53,66,cart,2
53,77,view,1
53,3,order,3
53,66,view,1
53,77,cart,2
53,3,cart,2
53,66,view,1
53,66,view,1
53,38,view,1
53,9,view,1
53,87,view,1
53,96,view,1
53,3,view,1
53,11,view,1
53,87,view,1
53,66,view,1
53,4,view,1
53,96,view,1
54,49,cart,2
54,56,view,1
54,42,view,1
54,77,view,1
54,98,view,1
54,74,view,1
54,74,view,1
54,33,view,1
54,49,view,1
54,22,view,1
54,56,view,1
54,99,view,1
54,99,view,1
54,49,cart,2
54,49,view,1
54,79,view,1
54,70,cart,2
54,49,view,1
54,42,cart,2
54,17,view,1
54,76,view,1
54,97,cart,2
55,25,view,1
55,52,cart,2
55,25,cart,2
55,64,cart,2
55,64,cart,2
55,31,view,1
55,6,view,1
55,25,view,1
55,88,view,1
55,19,view,1
55,85,view,1
55,14,view,1
55,25,view,1
55,6,order,3
55,81,view,1
55,19,view,1
55,84,view,1
55,24,view,1
55,88,view,1
56,65,view,1
56,65,view,1
56,48,order,3
56,75,order,3
56,83,view,1
56,62,cart,2
56,75,view,1
56,79,cart,2
56,95,view,1
56,2,view,1
56,19,order,3
56,94,view,1
56,1,view,1
56,73,cart,2
56,12,cart,2
56,2,cart,2
56,47,cart,2
56,100,view,1
56,79,view,1
56,32,order,3
57,88,cart,2
57,14,view,1
57,6,view,1
57,88,order,3
57,40,order,3
57,84,cart,2
57,32,cart,2
57,6,order,3
57,31,cart,2
57,6,view,1
57,24,view,1
57,24,view,1
57,59,view,1
57,88,cart,2
57,74,cart,2
57,19,view,1
57,100,cart,2
57,25,view,1
58,8,view,1
58,86,order,3
58,96,view,1
58,8,view,1
58,58,cart,2
58,58,view,1
58,90,order,3
58,51,view,1
58,67,view,1
58,57,view,1
58,57,view,1
58,67,order,3
58,98,view,1
58,55,view,1
58,58,cart,2
58,47,view,1
58,8,view,1
58,100,view,1
58,57,view,1
59,59,view,1
59,78,view,1
59,57,view,1
59,57,view,1
59,40,view,1
59,84,view,1
59,100,view,1
59,8,view,1
59,33,cart,2
59,73,view,1
59,87,cart,2
59,8,view,1
59,8,cart,2
59,40,view,1
59,40,cart,2
59,8,cart,2
59,57,view,1
59,40,cart,2
59,78,view,1
59,73,view,1
60,67,view,1
60,17,order,3
60,76,view,1
60,98,cart,2
60,44,view,1
60,76,view,1
60,16,view,1
60,96,order,3
60,76,cart,2
60,16,view,1
60,34,view,1
60,16,view,1
60,24,view,1
60,92,view,1
60,76,view,1
60,20,view,1
60,31,view,1
60,76,view,1
60,98,cart,2
60,16,view,1
61,70,view,1
61,21,view,1
61,21,order,3
61,1,order,3
61,75,view,1
61,62,view,1
61,63,view,1
61,9,cart,2
61,48,cart,2
61,39,view,1
61,39,cart,2
61,62,cart,2
61,39,cart,2
61,39,view,1
61,39,cart,2
61,83,view,1
61,9,cart,2
61,83,view,1
61,62,view,1
61,39,view,1
62,76,view,1
62,44,view,1
62,42,order,3
62,20,view,1
62,35,view,1
62,98,view,1
62,17,view,1
62,44,view,1
62,34,view,1
62,34,view,1
62,34,view,1
62,17,view,1
62,76,cart,2
62,42,cart,2
62,5,view,1
62,52,view,1
62,16,cart,2
63,83,cart,2
63,80,view,1
63,83,view,1
63,9,view,1
63,39,view,1
63,16,view,1
63,83,cart,2
63,34,view,1
63,16,view,1
63,16,view,1
63,83,view,1
63,21,cart,2
63,5,order,3
63,39,cart,2
63,83,view,1
63,35,cart,2
63,5,cart,2
64,77,view,1
64,74,view,1
64,98,view,1
64,70,cart,2
64,56,order,3
64,81,view,1
64,74,order,3
64,99,view,1
64,49,view,1
64,56,view,1
64,2,view,1
64,55,cart,2
64,74,view,1
64,56,view,1
64,99,cart,2
64,20,order,3
64,76,view,1
64,17,view,1
64,17,order,3
64,99,cart,2
64,26,view,1
64,42,view,1
64,74,view,1
64,22,view,1
64,98,order,3
65,83,cart,2
65,1,view,1
65,2,view,1
65,2,view,1
65,75,view,1
65,12,view,1
65,11,view,1
65,63,view,1
65,1,view,1
65,65,cart,2
65,80,view,1
65,1,cart,2
65,65,view,1
65,48,order,3
65,15,view,1
65,80,view,1
65,15,view,1
65,75,view,1
65,75,view,1
66,18,view,1
66,78,cart,2
66,18,view,1
66,92,view,1
66,27,view,1
66,18,view,1
66,84,view,1
66,40,view,1
66,72,order,3
66,73,cart,2
66,29,order,3
66,78,cart,2
66,43,view,1
67,1,view,1
67,20,view,1
67,70,view,1
67,32,view,1
67,32,order,3
67,56,view,1
67,49,view,1
67,74,view,1
67,42,view,1
67,20,view,1
67,74,view,1
67,55,view,1
67,74,view,1
67,19,view,1
67,56,view,1
67,56,order,3
67,36,view,1
67,74,cart,2
67,32,view,1
67,98,view,1
67,99,view,1
67,42,cart,2
67,95,view,1
67,42,view,1
68,53,view,1
68,28,view,1
68,60,cart,2
68,91,view,1
68,37,view,1
68,53,cart,2
68,37,view,1
68,37,order,3
68,53,cart,2
68,53,cart,2
68,37,cart,2
68,37,view,1
68,37,view,1
68,100,view,1
68,45,order,3
68,19,cart,2
68,91,view,1
68,57,view,1
68,55,view,1
69,67,cart,2
69,54,view,1
69,68,order,3
69,33,view,1
69,60,view,1
69,60,view,1
69,90,view,1
69,68,cart,2
69,13,view,1
69,60,cart,2
69,58,view,1
69,95,order,3
69,60,cart,2
69,16,view,1
69,33,view,1
69,90,cart,2
69,33,view,1
70,60,view,1
70,30,view,1
70,26,view,1
70,4,cart,2
70,30,view,1
70,96,cart,2
70,63,view,1
70,30,view,1
70,84,view,1
70,25,view,1
70,14,view,1
70,3,view,1
70,84,view,1
70,81,cart,2
70,41,view,1
70,81,order,3
70,78,view,1
70,25,view,1
70,84,view,1
70,93,view,1
70,30,view,1
70,6,view,1
71,88,view,1
71,51,view,1
71,31,view,1
71,19,cart,2
71,29,cart,2
71,26,view,1
71,82,view,1
71,24,view,1
71,46,view,1
71,24,cart,2
71,78,cart,2
71,84,view,1
71,64,view,1
71,19,order,3
71,25,view,1
71,84,view,1
71,21,view,1
71,6,view,1
71,25,view,1
71,14,view,1
71,83,view,1
71,34,view,1
71,88,view,1
71,19,view,1
71,88,view,1
71,24,view,1
71,34,view,1
71,71,view,1
71,34,view,1
71,46,view,1
71,57,cart,2
72,16,view,1
72,93,view,1
72,56,order,3
72,75,view,1
72,34,view,1
72,49,view,1
72,56,cart,2
72,49,view,1
72,70,view,1
72,6,view,1
72,26,cart,2
72,99,cart,2
72,99,view,1
72,16,view,1
72,56,view,1
72,49,view,1
72,44,view,1
73,44,view,1
73,69,view,1
73,34,view,1
73,16,view,1
73,44,view,1
73,16,order,3
73,21,view,1
73,34,view,1
73,61,view,1
73,24,view,1
73,34,view,1
73,45,cart,2
73,16,order,3
73,27,view,1
73,14,view,1
73,80,cart,2
73,44,view,1
73,66,cart,2
73,16,view,1
73,16,view,1
73,34,cart,2
73,9,view,1
73,44,view,1
73,83,view,1
73,9,view,1
73,21,order,3
73,87,cart,2
73,69,view,1
73,5,view,1
73,34,view,1
73,5,view,1
74,59,view,1
74,23,view,1
74,89,cart,2
74,85,cart,2
74,99,view,1
74,86,view,1
74,23,cart,2
74,85,order,3
74,54,cart,2
74,23,view,1
74,86,view,1
74,45,view,1
74,86,view,1
74,71,view,1
74,36,view,1
74,95,cart,2
74,6,cart,2
74,85,view,1
74,54,view,1
74,94,view,1
74,48,view,1
74,36,view,1
74,85,view,1
75,25,view,1
75,84,view,1
75,82,view,1
75,61,order,3
75,45,order,3
75,45,view,1
75,61,view,1
75,25,view,1
75,63,view,1
75,36,view,1
75,7,order,3
75,84,view,1
75,84,view,1
75,57,order,3
75,61,view,1
75,36,view,1
76,79,view,1
76,5,view,1
76,76,view,1
76,15,view,1
76,98,cart,2
76,61,view,1
76,63,view,1
76,98,view,1
76,63,cart,2
76,64,view,1
76,15,view,1
76,48,view,1
76,20,view,1
76,15,cart,2
76,1,order,3
76,32,view,1
77,80,view,1
77,1,view,1
77,55,view,1
77,65,view,1
77,99,view,1
77,1,view,1
77,2,order,3
77,80,view,1
77,70,view,1
77,39,cart,2
77,74,view,1
77,74,view,1
77,99,order,3
77,99,view,1
77,80,view,1
77,44,view,1
78,99,view,1
78,15,view,1
78,22,view,1
78,49,view,1
78,75,view,1
78,50,cart,2
78,48,view,1
78,75,cart,2
78,56,view,1
78,79,view,1
78,75,view,1
78,56,view,1
78,74,cart,2
78,63,view,1
78,19,cart,2
78,79,view,1
78,63,view,1
78,6,view,1
78,79,view,1
78,99,view,1
78,49,view,1
78,56,view,1
78,56,order,3
78,74,view,1
79,65,view,1
79,80,cart,2
79,12,view,1
79,56,cart,2
79,99,cart,2
79,7,view,1
79,99,view,1
79,49,view,1
79,11,view,1
79,80,view,1
79,20,view,1
79,2,order,3
79,56,view,1
79,34,view,1
79,65,view,1
80,88,view,1
80,86,cart,2
80,46,view,1
80,88,view,1
80,19,cart,2
80,61,cart,2
80,14,cart,2
80,88,cart,2
80,6,order,3
80,52,view,1
80,63,view,1
80,88,cart,2
81,99,view,1
81,15,view,1
81,15,cart,2
81,17,cart,2
81,75,view,1
81,15,view,1
81,20,order,3
81,48,view,1
81,20,view,1
81,42,view,1
81,15,view,1
81,76,view,1
81,65,cart,2
81,20,cart,2
81,79,cart,2
81,20,view,1
81,75,view,1
81,32,view,1
